Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"GPP","Emissions from pre and post agricultural production","372","Ireland","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2017","2017","TJ","4875.65133","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2018","2018","TJ","5269.90596","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2019","2019","TJ","5520.28818","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2020","2020","TJ","4712.32839","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2021","2021","TJ","5375.05452","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2022","2022","TJ","5234.15739","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2023","2023","TJ","5234.15739","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723117","Energy Use (Coal)","6508","Food Retail","2013","2013","TJ","16.99104","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723117","Energy Use (Coal)","6508","Food Retail","2014","2014","TJ","16.988895","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723117","Energy Use (Coal)","6508","Food Retail","2015","2015","TJ","16.98675","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723117","Energy Use (Coal)","6508","Food Retail","2016","2016","TJ","16.78875","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723117","Energy Use (Coal)","6508","Food Retail","2017","2017","TJ","13.702227","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723117","Energy Use (Coal)","6508","Food Retail","2018","2018","TJ","14.41489","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723117","Energy Use (Coal)","6508","Food Retail","2019","2019","TJ","11.879631","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723117","Energy Use (Coal)","6508","Food Retail","2020","2020","TJ","4.634309","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723117","Energy Use (Coal)","6508","Food Retail","2021","2021","TJ","5.027785","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723117","Energy Use (Coal)","6508","Food Retail","2022","2022","TJ","5.053817","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723117","Energy Use (Coal)","6508","Food Retail","2023","2023","TJ","2.860704","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723118","Energy Use (Electricity)","6508","Food Retail","2013","2013","TJ","11876.436","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723118","Energy Use (Electricity)","6508","Food Retail","2014","2014","TJ","11647.152","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723118","Energy Use (Electricity)","6508","Food Retail","2015","2015","TJ","12781.692","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723118","Energy Use (Electricity)","6508","Food Retail","2016","2016","TJ","13205.808","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723118","Energy Use (Electricity)","6508","Food Retail","2017","2017","TJ","13448.687472","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723118","Energy Use (Electricity)","6508","Food Retail","2018","2018","TJ","14969.974932","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723118","Energy Use (Electricity)","6508","Food Retail","2019","2019","TJ","15683.76216","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723118","Energy Use (Electricity)","6508","Food Retail","2020","2020","TJ","14703.600384","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723118","Energy Use (Electricity)","6508","Food Retail","2021","2021","TJ","16200.070524","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723118","Energy Use (Electricity)","6508","Food Retail","2022","2022","TJ","17696.17476","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723118","Energy Use (Electricity)","6508","Food Retail","2023","2023","TJ","17696.17476","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723116","Energy Use (Natural Gas, including LNG)","6505","Food Household Consumption","2013","2013","TJ","2814.4","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723116","Energy Use (Natural Gas, including LNG)","6505","Food Household Consumption","2014","2014","TJ","2486.9","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723116","Energy Use (Natural Gas, including LNG)","6505","Food Household Consumption","2015","2015","TJ","2577.2","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723116","Energy Use (Natural Gas, including LNG)","6505","Food Household Consumption","2016","2016","TJ","2613.7","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723116","Energy Use (Natural Gas, including LNG)","6505","Food Household Consumption","2017","2017","TJ","2578.9409","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723116","Energy Use (Natural Gas, including LNG)","6505","Food Household Consumption","2018","2018","TJ","2804.5519","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723116","Energy Use (Natural Gas, including LNG)","6505","Food Household Consumption","2019","2019","TJ","2745.4206","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723116","Energy Use (Natural Gas, including LNG)","6505","Food Household Consumption","2020","2020","TJ","2738","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723116","Energy Use (Natural Gas, including LNG)","6505","Food Household Consumption","2021","2021","TJ","2762.3121","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723116","Energy Use (Natural Gas, including LNG)","6505","Food Household Consumption","2022","2022","TJ","2506.0279","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723116","Energy Use (Natural Gas, including LNG)","6505","Food Household Consumption","2023","2023","TJ","2506.0279","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723117","Energy Use (Coal)","6505","Food Household Consumption","2013","2013","TJ","868.2544","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723117","Energy Use (Coal)","6505","Food Household Consumption","2014","2014","TJ","767.1587","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723117","Energy Use (Coal)","6505","Food Household Consumption","2015","2015","TJ","816.465","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723117","Energy Use (Coal)","6505","Food Household Consumption","2016","2016","TJ","824.9675","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723117","Energy Use (Coal)","6505","Food Household Consumption","2017","2017","TJ","616.97985","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723117","Energy Use (Coal)","6505","Food Household Consumption","2018","2018","TJ","688.377852","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723117","Energy Use (Coal)","6505","Food Household Consumption","2019","2019","TJ","617.580227","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723117","Energy Use (Coal)","6505","Food Household Consumption","2020","2020","TJ","631.096641","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723117","Energy Use (Coal)","6505","Food Household Consumption","2021","2021","TJ","540.783247","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723117","Energy Use (Coal)","6505","Food Household Consumption","2022","2022","TJ","339.994076","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723117","Energy Use (Coal)","6505","Food Household Consumption","2023","2023","TJ","241.74342","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723118","Energy Use (Electricity)","6505","Food Household Consumption","2013","2013","TJ","2861.28","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723118","Energy Use (Electricity)","6505","Food Household Consumption","2014","2014","TJ","2773.44","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723118","Energy Use (Electricity)","6505","Food Household Consumption","2015","2015","TJ","2837.16","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723118","Energy Use (Electricity)","6505","Food Household Consumption","2016","2016","TJ","2834.28","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723118","Energy Use (Electricity)","6505","Food Household Consumption","2017","2017","TJ","2865.24684","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723118","Energy Use (Electricity)","6505","Food Household Consumption","2018","2018","TJ","2942.55936","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723118","Energy Use (Electricity)","6505","Food Household Consumption","2019","2019","TJ","2925.98352","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723118","Energy Use (Electricity)","6505","Food Household Consumption","2020","2020","TJ","3137.79852","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723118","Energy Use (Electricity)","6505","Food Household Consumption","2021","2021","TJ","3177.7182","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723118","Energy Use (Electricity)","6505","Food Household Consumption","2022","2022","TJ","2990.84976","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","372","Ireland","723118","Energy Use (Electricity)","6505","Food Household Consumption","2023","2023","TJ","2990.84976","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6507","Food Processing","2013","2013","TJ","54608","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6507","Food Processing","2014","2014","TJ","53454","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6507","Food Processing","2015","2015","TJ","51172","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6507","Food Processing","2016","2016","TJ","51820","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6507","Food Processing","2017","2017","TJ","54616.356","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6507","Food Processing","2018","2018","TJ","52579.088","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6507","Food Processing","2019","2019","TJ","52390.451","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6507","Food Processing","2020","2020","TJ","48985.371","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6507","Food Processing","2021","2021","TJ","63300.94","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6507","Food Processing","2022","2022","TJ","63342.09","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6507","Food Processing","2023","2023","TJ","63342.09","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6507","Food Processing","2013","2013","TJ","43030.8","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6507","Food Processing","2014","2014","TJ","43099.2","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6507","Food Processing","2015","2015","TJ","43732.8","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6507","Food Processing","2016","2016","TJ","43812","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6507","Food Processing","2017","2017","TJ","44685.6048","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6507","Food Processing","2018","2018","TJ","45117.8928","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6507","Food Processing","2019","2019","TJ","48443.0868","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6507","Food Processing","2020","2020","TJ","51572.1852","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6507","Food Processing","2021","2021","TJ","52508.592","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6507","Food Processing","2022","2022","TJ","51561.7344","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6507","Food Processing","2023","2023","TJ","51561.7344","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6507","Food Processing","2013","2013","TJ","11129","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6507","Food Processing","2014","2014","TJ","15826","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6507","Food Processing","2015","2015","TJ","13405","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6507","Food Processing","2016","2016","TJ","14676","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6507","Food Processing","2017","2017","TJ","15855.081","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6507","Food Processing","2018","2018","TJ","16008.388","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6507","Food Processing","2019","2019","TJ","15005.858","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6507","Food Processing","2020","2020","TJ","14787.95","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6507","Food Processing","2021","2021","TJ","3080.507","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6507","Food Processing","2022","2022","TJ","2970.25","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6507","Food Processing","2023","2023","TJ","2970.25","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6815","Food Transport","2013","2013","TJ","2756.261","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6815","Food Transport","2014","2014","TJ","2928.687","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6815","Food Transport","2015","2015","TJ","3059.43","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6815","Food Transport","2016","2016","TJ","3034.61","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6815","Food Transport","2017","2017","TJ","2876.626101","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6815","Food Transport","2018","2018","TJ","2913.53804","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6815","Food Transport","2019","2019","TJ","3259.6836","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6815","Food Transport","2020","2020","TJ","2622.966139","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6815","Food Transport","2021","2021","TJ","3099.613653","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6815","Food Transport","2022","2022","TJ","2391.77346","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6815","Food Transport","2023","2023","TJ","2391.77346","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6506","Food Packaging","2013","2013","TJ","23497.715892","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6506","Food Packaging","2014","2014","TJ","23169.809295","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6506","Food Packaging","2015","2015","TJ","22684.746929","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6506","Food Packaging","2016","2016","TJ","23190.729604","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6506","Food Packaging","2017","2017","TJ","24353.32006","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6506","Food Packaging","2018","2018","TJ","24239.835397","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6506","Food Packaging","2019","2019","TJ","24145.271395","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6506","Food Packaging","2020","2020","TJ","22689.907501","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6506","Food Packaging","2021","2021","TJ","33334.596812","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6506","Food Packaging","2022","2022","TJ","30696.831593","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6506","Food Packaging","2023","2023","TJ","30696.831593","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723117","Energy Use (Coal)","6506","Food Packaging","2013","2013","TJ","126.5544","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723117","Energy Use (Coal)","6506","Food Packaging","2014","2014","TJ","66.8478","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723117","Energy Use (Coal)","6506","Food Packaging","2015","2015","TJ","93.96392","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723117","Energy Use (Coal)","6506","Food Packaging","2016","2016","TJ","126.378951","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723117","Energy Use (Coal)","6506","Food Packaging","2017","2017","TJ","190.448333","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723117","Energy Use (Coal)","6506","Food Packaging","2018","2018","TJ","253.720688","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723117","Energy Use (Coal)","6506","Food Packaging","2019","2019","TJ","233.350893","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723117","Energy Use (Coal)","6506","Food Packaging","2020","2020","TJ","158.867041","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723117","Energy Use (Coal)","6506","Food Packaging","2021","2021","TJ","226.581814","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723117","Energy Use (Coal)","6506","Food Packaging","2022","2022","TJ","186.202319","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723117","Energy Use (Coal)","6506","Food Packaging","2023","2023","TJ","186.202319","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6506","Food Packaging","2013","2013","TJ","12675.648013","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6506","Food Packaging","2014","2014","TJ","12356.480429","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6506","Food Packaging","2015","2015","TJ","12305.074033","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6506","Food Packaging","2016","2016","TJ","12544.520975","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6506","Food Packaging","2017","2017","TJ","12466.594647","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6506","Food Packaging","2018","2018","TJ","12461.278194","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6506","Food Packaging","2019","2019","TJ","12482.496849","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6506","Food Packaging","2020","2020","TJ","12386.498085","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6506","Food Packaging","2021","2021","TJ","13663.912491","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6506","Food Packaging","2022","2022","TJ","12650.957849","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6506","Food Packaging","2023","2023","TJ","12650.957849","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6506","Food Packaging","2013","2013","TJ","3791.699994","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6506","Food Packaging","2014","2014","TJ","5404.658637","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6506","Food Packaging","2015","2015","TJ","6084.52011","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6506","Food Packaging","2016","2016","TJ","6187.091121","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6506","Food Packaging","2017","2017","TJ","5760.960579","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6506","Food Packaging","2018","2018","TJ","4669.672352","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6506","Food Packaging","2019","2019","TJ","4738.413784","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6506","Food Packaging","2020","2020","TJ","4484.709552","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6506","Food Packaging","2021","2021","TJ","425.541503","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6506","Food Packaging","2022","2022","TJ","436.804973","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6506","Food Packaging","2023","2023","TJ","436.804973","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2013","2013","TJ","111437.04","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2014","2014","TJ","92295.39","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2015","2015","TJ","99772.53","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2016","2016","TJ","100430.55","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2017","2017","TJ","101169.75","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2018","2018","TJ","111301.52121","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2019","2019","TJ","108787.0575","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2020","2020","TJ","102705.71751","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2021","2021","TJ","90447.69327","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2022","2022","TJ","76848.96648","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2023","2023","TJ","87988.68309","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6508","Food Retail","2013","2013","TJ","105710.616","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6508","Food Retail","2014","2014","TJ","105124.932","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6508","Food Retail","2015","2015","TJ","109396.98","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6508","Food Retail","2016","2016","TJ","108982.368","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6508","Food Retail","2017","2017","TJ","111068.417592","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6508","Food Retail","2018","2018","TJ","112253.880024","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6508","Food Retail","2019","2019","TJ","105988.46544","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6508","Food Retail","2020","2020","TJ","89407.987812","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6508","Food Retail","2021","2021","TJ","109480.68648","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6508","Food Retail","2022","2022","TJ","112820.512068","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723118","Energy Use (Electricity)","6508","Food Retail","2023","2023","TJ","110614.68","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6508","Food Retail","2013","2013","TJ","2126.52","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6508","Food Retail","2014","2014","TJ","3678.18","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6508","Food Retail","2015","2015","TJ","3055.47","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6508","Food Retail","2016","2016","TJ","3390.75","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6508","Food Retail","2017","2017","TJ","4257.16137","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6508","Food Retail","2018","2018","TJ","5223.28389","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","380","Italy","723119","Energy Use (Heat)","6508","Food Retail","2019","2019","TJ","4096.15602","E","Estimated value"
